Index,movie_title,genres,title_year,imdb_score,num_critic_for_reviews,duration,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,movie_facebook_likes,color,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,director_name,director_facebook_likes
3452,Taking_Woodstock,Comedy|Drama|Music,2009,6.7,210,120,7443007,24663,1500,12,female_full_frontal_nudity|female_nudity|male_frontal_nudity|male_full_frontal_nudity|male_nudity,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,71,English,USA,R,30000000,1.85,0,Color,Imelda_Staunton,579,Kevin_Chamberlin,489,Demetri_Martin,210,Ang_Lee,0
3453,Tales_from_the_Crypt:_Demon_Knight,Action|Fantasy|Horror|Thriller,1995,6.7,66,92,21088568,16646,3931,1,blood|blood_of_christ|demon|key|loud_sex,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,104,English,USA,R,13000000,1.85,0,Color,CCH_Pounder,1000,Jada_Pinkett_Smith,851,Gary_Farmer,580,Ernest_R._Dickerson,226
3454,Tales_from_the_Hood,Comedy|Horror|Thriller,1995,6.1,25,98,11797927,4582,3221,0,child_abuse|death|drugs|ku_klux_klan|police_brutality,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,52,English,USA,R,6000000,1.85,985,Color,Corbin_Bernsen,1000,Clarence_Williams_III,475,David_Alan_Grier,360,Rusty_Cundieff,38
3455,Talk_Radio,Drama,1988,7.3,40,110,3468572,10073,1966,0,listener|neo_nazi|radio|radio_station|radio_talk_show,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,78,English,USA,R,4000000,1.85,816,Color,Michael_Wincott,721,Zach_Grenier,246,Bill_Johnson,237,Oliver_Stone,0
3456,Talladega_Nights:_The_Ballad_of_Ricky_Bobby,Action|Comedy|Sport,2006,6.6,164,122,148213377,130776,12410,5,car_racing|french|friend|nascar|racing,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437,English,USA,PG-13,73000000,2.35,0,Color,Will_Ferrell,8000,Leslie_Bibb,1000,Gary_Cole,989,Adam_McKay,285
3457,Tammy,Comedy,2014,4.9,148,100,84518155,35965,2654,0,alcoholic|grandmother|highway_travel|niagara_falls|on_the_road,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,English,USA,R,20000000,1.85,11000,Color,Gary_Cole,989,Mark_Duplass,830,Ben_Falcone,265,Ben_Falcone,265
3458,Tangled,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,2010,7.8,324,100,200807262,294810,2036,1,17th_century|based_on_fairy_tale|disney|flower|tower,http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1,387,English,USA,PG,260000000,1.85,29000,Color,Brad_Garrett,799,Donna_Murphy,553,M.C._Gainey,284,Nathan_Greno,15
3459,Tango,Drama|Musical,1998,7.2,35,115,1687311,2412,371,3,dancer|director|love|musical_filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,40,Spanish,Spain,PG-13,700000000,2,539,Color,Mía_Maestro,341,Juan_Luis_Galiardo,26,Miguel_Ángel_Solá,4,Carlos_Saura,98
3460,Tango_&_Cash,Action|Comedy|Crime|Thriller,1989,6.3,45,97,63408614,75365,14432,1,1980s|80s_action|escape|plea_bargain|prison,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,149,English,USA,R,55000000,2.35,0,Color,Sylvester_Stallone,13000,Jack_Palance,549,Brion_James,403,Andrey_Konchalovskiy,96
3461,Tank_Girl,Action|Comedy|Sci-Fi,1995,5.2,60,104,4064333,24790,9662,0,2030s|21st_century|desert|jet|tank,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,173,English,USA,R,25000000,2.35,0,Color,Naomi_Watts,6000,Lori_Petty,923,Jeff_Kober,919,Rachel_Talalay,54
3462,Tanner_Hall,Drama,2009,5.9,21,96,5005,2280,1929,2,boarding_school|coming_of_age|female_friendship|lesbian|new_england,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1,14,English,USA,R,3000000,N\A,448,Color,Tom_Everett_Scott,433,Amy_Sedaris,396,Chris_Kattan,357,Francesca_Gregorini,15
3463,Tarnation,Biography|Documentary,2003,7.2,72,88,592014,5709,78,3,answering_machine|home_movie|lithium|schizophrenic|video_diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114,English,USA,Unrated,218,1.37,754,Color,Greg_Ayres,58,Jonathan_Caouette,20,Renee_Leblanc,0,Jonathan_Caouette,20
3464,Taxi_Driver,Crime|Drama,1976,8.3,211,110,N\A,507063,23525,1,loner|neo_noir|night_shift|taxi_driver|vigilante,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,English,USA,R,1300000,1.85,35000,Color,Robert_De_Niro,22000,Albert_Brooks,745,Peter_Boyle,595,Martin_Scorsese,17000
3465,Taxi_to_the_Dark_Side,Crime|Documentary|War,2007,7.7,84,53,274661,10564,313,0,afghanistan|detainee|guantanamo_bay|taxi|torture,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,English,USA,R,1000000,1.85,0,Color,Alex_Gibney,141,George_W._Bush,125,Greg_D'Agostino,23,Alex_Gibney,141
3466,Taxman,Action|Comedy|Crime|Thriller,1998,5.5,5,104,N\A,372,2406,6,bar|box_office_flop|dance|one_word_title|voice_over_narration,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1,20,English,USA,R,1000000,1.37,18,Color,Fisher_Stevens,922,Elizabeth_Berkley,893,Robert_Townsend,467,Avi_Nesher,6
3467,Tea_with_Mussolini,Comedy|Drama|War,1999,6.9,62,117,14348123,9323,1148,6,ambassador|american|art|english|italy,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157,English,Italy,PG,12000000,1.85,970,Color,Lily_Tomlin,718,Joan_Plowright,330,Paolo_Seganti,55,Franco_Zeffirelli,160
3468,Teacher's_Pet,Animation|Comedy|Family|Fantasy|Musical,2004,5.8,33,74,6491350,1231,5139,0,dog|florida|mad_scientist|school|teacher,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26,English,USA,PG,10000000,1.85,49,Color,Nathan_Lane,886,Kelsey_Grammer,808,Jerry_Stiller,719,Timothy_Björklund,0
3469,Team_America:_World_Police,Action|Comedy,2004,7.2,233,98,32774834,136048,2609,5,actor|arab_stereotype|broadway|terrorist|vomiting,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700,English,USA,R,30000000,2.35,0,Color,Jeremy_Shada,860,Maurice_LaMarche,523,Trey_Parker,406,Trey_Parker,406
3470,Tears_of_the_Sun,Action|Drama|Thriller|War,2003,6.6,89,142,43426961,93494,16580,1,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394,English,USA,R,70000000,2.35,0,Color,Bruce_Willis,13000,Tom_Skerritt,1000,Cole_Hauser,787,Antoine_Fuqua,845
3471,Ted,Comedy|Fantasy,2012,7,457,112,218628680,471644,21773,1,2010s|car_accident|sex_scene|teddy_bear|testicle,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,623,English,USA,R,50000000,1.85,74000,Color,Mila_Kunis,15000,Seth_MacFarlane,3000,Tom_Skerritt,1000,Seth_MacFarlane,3000
3472,Ted_2,Comedy,2015,6.4,280,125,81257500,117739,30010,0,baby|f_word|fight|lawyer|marriage,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,229,English,USA,R,68000000,2.35,30000,Color,Liam_Neeson,14000,Morgan_Freeman,11000,Seth_MacFarlane,3000,Seth_MacFarlane,3000
3473,Teen_Wolf_Too,Comedy|Fantasy,1987,3.2,29,95,7888703,8465,1389,1,falling_in_love|glowing_eyes|insult|teenager|three_word_title,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,65,English,USA,PG,3000000,1.85,491,Color,John_Astin,641,Robert_Neary,168,Kim_Darby,152,Christopher_Leitch,4
3474,Teenage_Mutant_Ninja_Turtles,Action|Adventure|Comedy|Sci-Fi,2014,5.9,348,101,190871240,167085,2690,0,18_wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2.35,62000,Color,Noel_Fisher,833,Danny_Woodburn,809,Jeremy_Howard,429,Jonathan_Liebesman,473
3475,Teenage_Mutant_Ninja_Turtles,Action|Adventure|Comedy|Sci-Fi,2014,5.9,348,101,190871240,167089,2690,0,18_wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2.35,62000,Color,Noel_Fisher,833,Danny_Woodburn,809,Jeremy_Howard,429,Jonathan_Liebesman,473
3476,Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows,Action|Adventure|Comedy|Sci-Fi,2016,6.3,181,112,81638674,17533,8306,N\A,based_on_comic_book|brother_brother_relationship|rat|sequel|turtle,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,115,English,USA,PG-13,135000000,2.35,12000,Color,Stephen_Amell,5000,Noel_Fisher,833,Brad_Garrett,799,Dave_Green,13
3477,Teenage_Mutant_Ninja_Turtles_II:_The_Secret_of_the_Ooze,Action|Adventure|Comedy|Family|Sci-Fi,1991,6,68,88,78656813,42765,2501,0,chop_socky|mutant|ninja|shredder|turtle,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,English,USA,PG,25000000,1.85,0,Color,Kevin_Nash,642,Paige_Turco,533,Ernie_Reyes_Jr.,445,Michael_Pressman,34
3478,Teenage_Mutant_Ninja_Turtles_III,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,1993,4.8,60,96,42660000,25086,1254,0,battle|japan|magic|samurai|turtle,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87,English,USA,PG,17000000,1.85,1000,Color,Paige_Turco,533,John_Aylward,219,Matt_Hill,199,Stuart_Gillard,8
3479,Teeth,Comedy|Fantasy|Horror|Thriller,2007,5.4,221,94,347578,34556,1511,1,high_school|purity|stepbrother|temptation|vagina_dentata,http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1,161,English,USA,R,N\A,1.85,17000,Color,Jess_Weixler,386,Nathan_Parsons,357,John_Hensley,268,Mitchell_Lichtenstein,53
3480,Teeth_and_Blood,Horror,2015,4.3,N\A,96,N\A,24,1399,0,blood|teeth,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,2,English,USA,N\A,300000,16,85,Color,Marshal_Hilton,471,Steffinnie_Phrommany,320,Clint_Jung,270,Al_Franklin,0
3481,Terminator_2:_Judgment_Day,Action|Sci-Fi,1991,8.5,210,153,204843350,744891,2829,0,future|liquid_metal|multiple_cameos|sexy_woman|time_travel,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,983,English,USA,R,102000000,2.35,13000,Color,Joe_Morton,780,Jenette_Goldstein,604,S._Epatha_Merkerson,539,James_Cameron,0
3482,Terminator_3:_Rise_of_the_Machines,Action|Sci-Fi,2003,6.4,280,109,150350192,305340,1769,0,drifter|exploding_truck|future|machine|skynet,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676,English,USA,R,200000000,2.35,0,Color,Nick_Stahl,648,M.C._Gainey,284,Carolyn_Hennesy,191,Jonathan_Mostow,84
3483,Terminator_Genisys,Action|Adventure|Sci-Fi,2015,6.6,474,126,89732035,188457,38873,2,alternate_timeline|cyborg|future|robot|time_machine,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,English,USA,PG-13,155000000,2.35,82000,Color,J.K._Simmons,24000,Emilia_Clarke,10000,Matt_Smith,2000,Alan_Taylor,230
3484,Terminator_Salvation,Action|Adventure|Sci-Fi,2009,6.6,422,118,125320003,286095,27468,0,death_row|future|machine|rescue|skynet,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,974,English,USA,PG-13,200000000,2.35,0,Color,Christian_Bale,23000,Bryce_Dallas_Howard,3000,Common,988,McG,368
3485,Texas_Chainsaw_3D,Horror|Thriller,2013,4.8,282,92,34334256,35131,1945,0,chainsaw|halloween|mansion|massacre|texas,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255,English,USA,R,11000000,2.35,16000,Color,Gunnar_Hansen,383,Keram_Malicki-Sánchez,333,Shaun_Sipos,322,John_Luessenhop,34
3486,Texas_Rangers,Action|Adventure|Drama|Thriller|Western,2001,5.2,31,110,623374,4757,2120,2,army|mexican|orphan|texas|texas_ranger,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,English,USA,PG-13,38000000,2.35,474,Color,Tom_Skerritt,1000,Usher_Raymond,569,Leonor_Varela,427,Steve_Miner,49
3487,Thank_You_for_Smoking,Comedy|Drama,2005,7.6,239,92,24792061,191998,25092,0,cigarette_smoking|lobbyist|political_satire|reporter|tobacco_industry,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,323,English,USA,R,6500000,2.35,0,Color,J.K._Simmons,24000,Cameron_Bright,829,Todd_Louiso,88,Jason_Reitman,655
3488,That_Awkward_Moment,Comedy|Romance,2014,6.1,164,94,26049082,76791,1024,3,dating|divorce|father_daughter_relationship|mother_daughter_relationship|party,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,100,English,USA,R,8000000,2.35,0,Color,Mackenzie_Davis,363,Lola_Glaudini,342,Josh_Pais,117,Tom_Gormican,19
3489,That_Thing_You_Do!,Comedy|Drama|Music,1996,6.9,75,149,25809813,50311,28713,6,band|drummer|jazz|pennsylvania|song,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,212,English,USA,PG,26000000,1.37,0,Color,Tom_Hanks,15000,Charlize_Theron,9000,Ethan_Embry,982,Tom_Hanks,15000
3490,That's_My_Boy,Comedy,2012,5.6,157,116,36931089,70681,16484,2,argument|reference_to_vanilla_ice|statutory_rape|teacher_student_relationship|teacher_student_sex,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,198,English,USA,R,70000000,2.35,12000,Color,Adam_Sandler,11000,Leighton_Meester,3000,Will_Forte,622,Sean_Anders,51
3491,The_13th_Warrior,Action|Adventure|History,1999,6.6,85,102,32694788,101411,1815,1,arab|battle|combat|viking|warrior,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,546,English,USA,R,85000000,2.35,0,Color,Tony_Curran,845,Vladimir_Kulich,372,Clive_Russell,241,John_McTiernan,323
3492,The_33,Biography|Drama|History,2015,6.9,120,127,12188642,21098,2230,7,disaster_movie|mine|minister|president|trapped_in_a_mine,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,56,English,Chile,PG-13,26000000,2.35,0,Color,Marco_Treviño,562,James_Brolin,499,Jacob_Vargas,399,Patricia_Riggen,36
3493,The_40-Year-Old_Virgin,Comedy|Romance,2005,7.1,217,133,109243478,313797,8341,1,40_year_old|car_accident|cheating_on_girlfriend|collection|porno_movie,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,English,USA,R,26000000,1.85,0,Color,Steve_Carell,7000,Romany_Malco,966,Gerry_Bednob,218,Judd_Apatow,0
3494,The_41-Year-Old_Virgin_Who_Knocked_Up_Sarah_Marshall_and_Felt_Superbad_About_It,Comedy,2010,2.7,16,82,N\A,5579,1499,3,masturbation|porn_actor_in_mainstream_movie|sex|spoof|virginity,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,42,English,USA,R,1300000,1.85,0,Color,Noureen_DeWulf,700,Bryan_Callen,460,Matt_Crabtree,134,Craig_Moss,19
3495,The_5th_Quarter,Biography|Drama|Sport,2010,5.7,16,90,399611,1245,2370,2,athletic_training|football_practice|funeral|gymnasium|man_crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,English,USA,PG,6000000,1.85,0,Color,Aidan_Quinn,767,Kendrick_Cross,529,Sammy_Nagi_Njuguna,316,Rick_Bieber,11
3496,The_5th_Wave,Action|Adventure|Sci-Fi|Thriller,2016,5.2,194,112,34912982,55617,19974,0,alien|attack|based_on_novel|based_on_young_adult_novel|fear,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266,English,USA,PG-13,38000000,2.35,14000,Color,Chloë_Grace_Moretz,17000,Maggie_Siff,1000,Nick_Robinson,724,J_Blakeson,5
3497,The_6th_Day,Action|Mystery|Sci-Fi|Thriller,2000,5.9,170,123,34543701,100001,5839,1,clone|cloning|future|laser_gun|murder,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,289,English,USA,PG-13,82000000,2.35,0,Color,Robert_Duvall,3000,Michael_Rapaport,975,Tony_Goldwyn,956,Roger_Spottiswoode,55
3498,The_Abyss,Adventure|Drama|Sci-Fi|Thriller,1989,7.6,82,171,54222000,131217,4074,0,alien|estranged_couple|ocean|submarine|underwater,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,English,USA,PG-13,69500000,2.35,0,Color,Michael_Biehn,2000,Todd_Graff,650,Mary_Elizabeth_Mastrantonio,638,James_Cameron,0
3499,The_Act_of_Killing,Biography|Crime|Documentary|History,2012,8.2,248,96,484221,23836,6,1,death_squad|mass_killing|musical_number|reference_to_guantanamo_bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,Indonesian,UK,Not_Rated,1000000,1.85,20000,Color,Anwar_Congo,3,Herman_Koto,3,Syamsul_Arifin,0,Joshua_Oppenheimer,50
3500,The_Addams_Family,Comedy|Fantasy,1991,6.8,55,99,113502246,96607,3696,0,accountant|loan_shark|macabre|uncle|uncle_fester,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,125,English,USA,PG-13,38000000,1.85,5000,Color,Anjelica_Huston,1000,Raul_Julia,1000,Carel_Struycken,436,Barry_Sonnenfeld,188
3501,The_Adjustment_Bureau,Romance|Sci-Fi|Thriller,2011,7.1,413,106,62453315,200035,14607,2,love_at_first_sight|obscene_finger_gesture|rain|teleportation|three_word_title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,1.85,36000,Color,Matt_Damon,13000,Michael_Kelly,963,Jon_Stewart,593,George_Nolfi,53
3502,The_Adventurer:_The_Curse_of_the_Midas_Box,Adventure|Family|Fantasy,2013,5.4,28,100,4756,4191,2450,4,based_on_novel|drowning|hanging_from_a_flagpole|hanging_from_a_rope|magic,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,32,English,UK,PG,25000000,2.35,0,Color,Ioan_Gruffudd,2000,Keeley_Hawes,228,Oliver_Stark,88,Jonathan_Newman,3
3503,The_Adventures_of_Elmo_in_Grouchland,Adventure|Comedy|Family|Fantasy|Musical,1999,5.8,44,73,11634458,2045,2020,0,based_on_tv_series|blanket|box_office_flop|rescue|sesame_street,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,English,USA,G,17000000,1.85,339,Color,Vanessa_Williams,1000,Kevin_Clash,436,Caroll_Spinney,142,Gary_Halvorson,11
3504,The_Adventures_of_Ford_Fairlane,Action|Adventure|Comedy|Crime|Music|Mystery,1990,6.3,48,104,21413502,14429,2795,5,detective|groupie|murder|music_industry|rock_n_roll,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,113,English,USA,R,40000000,2.35,2000,Color,Lauren_Holly,879,Gilbert_Gottfried,560,David_Patrick_Kelly,380,Renny_Harlin,212
3505,The_Adventures_of_Huck_Finn,Adventure|Comedy|Drama|Family,1993,6.2,14,108,24103594,6384,4840,0,boy|lesson|mississippi_river|river|slave,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,54,English,USA,PG,6500000,1.85,391,Color,Curtis_Armstrong,876,Frances_Conroy,827,Anne_Heche,689,Stephen_Sommers,208
3506,The_Adventures_of_Pinocchio,Adventure|Family|Fantasy|Musical,1996,5.3,19,90,15091542,4086,2465,2,based_on_novel|human_becoming_an_animal|slow_motion|transformation|young_boy,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,22,Italian,UK,G,25000000,2.35,246,Color,Martin_Landau,940,Udo_Kier,595,Bebe_Neuwirth,376,Steve_Barron,48
3507,The_Adventures_of_Pluto_Nash,Action|Comedy|Sci-Fi,2002,3.8,66,95,4411102,20295,6161,1,casino|future|laser_gun|moon|nightclub,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,164,English,USA,PG-13,100000000,1.85,416,Color,Rosario_Dawson,3000,Randy_Quaid,695,Burt_Young,683,Ron_Underwood,31
3508,The_Adventures_of_Rocky_&_Bullwinkle,Adventure|Animation|Comedy|Family|Fantasy,2000,4.1,49,92,26000610,16611,28050,0,deforestation|fbi|lighthouse|moose|squirrel,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,197,English,USA,PG,76000000,1.85,413,Color,Robert_De_Niro,22000,Janeane_Garofalo,1000,Jonathan_Winters,924,Des_McAnuff,5
3509,The_Adventures_of_Sharkboy_and_Lavagirl_3-D,Action|Adventure|Family|Fantasy,2005,3.5,66,93,39177541,20310,14899,1,boy|bully|dream|dream_sequence|planet,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,177,English,USA,PG,50000000,1.85,0,Color,Taylor_Lautner,12000,Kristin_Davis,722,Taylor_Dooley,717,Robert_Rodriguez,0
3510,The_Adventures_of_Tintin,Action|Adventure|Family|Mystery,2011,7.4,440,107,77564037,177383,4631,1,captain|morocco|ship|tintin|treasure,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,English,USA,PG,135000000,2.35,44000,Color,Toby_Jones,2000,Mackenzie_Crook,871,Tony_Curran,845,Steven_Spielberg,14000
3511,The_Age_of_Adaline,Drama|Fantasy|Romance,2015,7.2,214,112,42478175,93767,15327,1,hit_by_a_pickup_truck|immortality|paramedic|resuscitation|san_francisco_california,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,209,English,USA,PG-13,25000000,2.35,34000,Color,Harrison_Ford,11000,Michiel_Huisman,2000,Ellen_Burstyn,1000,Lee_Toland_Krieger,43
3512,The_Age_of_Innocence,Drama|Romance,1993,7.2,56,139,32000000,36267,1068,3,19th_century|countess|lawyer|love|new_york,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,150,English,USA,PG,30000000,2.35,0,Color,Richard_E._Grant,554,Geraldine_Chaplin,382,Stuart_Wilson,94,Martin_Scorsese,17000
3513,The_Alamo,Drama|History|War|Western,2004,6,106,137,22406362,16832,5780,0,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,English,USA,PG-13,107000000,2.35,701,Color,Dennis_Quaid,2000,Marc_Blucas,973,Jordi_Mollà,877,John_Lee_Hancock,102
3514,The_Alamo,Drama|History|War|Western,2004,6,106,137,22406362,16832,5780,0,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,English,USA,PG-13,107000000,2.35,701,Color,Dennis_Quaid,2000,Marc_Blucas,973,Jordi_Mollà,877,John_Lee_Hancock,102
3515,The_Algerian,Action|Romance|Thriller,2014,7.6,5,99,N\A,101,20218,6,algeria|algerian|los_angeles_california|muslim,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,English,USA,N\A,1300000,1.85,221,Color,Zuhair_Haddad,18000,Harry_Lennix,748,Ben_Youcef,434,Giovanni_Zelko,4
3516,The_Amazing_Catfish,Comedy|Drama,2013,7,50,89,11278,1229,58,0,actress_shares_first_name_with_character|appendicitis|hospital|loss_of_mother|supermarket,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,Spanish,Mexico,N\A,1300000,N\A,407,Color,Ximena_Ayala,31,Vera_Wilson,24,José_Manuel_Orozco_Angulo,3,Claudia_Sainte-Luce,0
3517,The_Amazing_Spider-Man,Action|Adventure|Fantasy,2012,7,599,153,262030663,451803,28489,0,lizard|outcast|spider|spider_man|teenager,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,1225,English,USA,PG-13,230000000,2.35,56000,Color,Emma_Stone,15000,Andrew_Garfield,10000,Chris_Zylka,963,Marc_Webb,464
3518,The_Amazing_Spider-Man_2,Action|Adventure|Fantasy|Sci-Fi,2014,6.7,495,142,202853933,321227,28631,0,costumed_hero|death_of_girlfriend|masked_vigilante|returning_character_killed_off|teenager,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,1067,English,USA,PG-13,200000000,2.35,41000,Color,Emma_Stone,15000,Andrew_Garfield,10000,B.J._Novak,825,Marc_Webb,464
3519,The_American,Crime|Drama|Thriller,2010,6.3,333,105,35596227,79461,1454,1,ambush|assassin|priest|prostitute|sweden,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463,English,USA,R,20000000,2.35,10000,Color,Violante_Placido,978,Thekla_Reuten,191,Filippo_Timi,101,Anton_Corbijn,210
3520,The_American_President,Comedy|Drama|Romance,1995,6.8,75,114,65000000,43027,2668,0,lobbyist|president|senator|state_dinner|widower,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,214,English,USA,PG-13,62000000,2.35,0,Color,Shawna_Waldron,524,Samantha_Mathis,517,Wendie_Malick,452,Rob_Reiner,0
3521,The_Amityville_Horror,Drama|Horror|Mystery|Thriller,2005,6,220,90,64255243,80903,120797,0,ghost|haunted_house|murder|nightmare|priest,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,English,USA,R,19000000,2.35,0,Color,Jimmy_Bennett,87000,Chloë_Grace_Moretz,17000,Ryan_Reynolds,16000,Andrew_Douglas,15
3522,The_Andromeda_Strain,Sci-Fi|Thriller,1971,7.2,57,115,N\A,25857,394,0,alien|baby|new_mexico|satellite|scientist,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,171,English,USA,G,6500000,2.35,0,Color,David_Wayne,116,Paula_Kelly,112,Eric_Christmas,45,Robert_Wise,338
3523,The_Angry_Birds_Movie,Action|Animation|Comedy|Family,2016,6.3,141,97,107225164,27130,24350,0,butt|downward_duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,USA,PG,73000000,1.85,14000,Color,Peter_Dinklage,22000,Josh_Gad,1000,Keegan-Michael_Key,415,Clay_Kaytis,6
3524,The_Animal,Comedy|Sci-Fi,2001,4.8,75,84,55762229,47383,1203,1,camera_focus_on_a_female_butt|cartoon_on_tv|forest|hairy_buttocks|seal_the_animal,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,132,English,USA,PG-13,22000000,1.85,1000,Color,Louis_Lombardi,436,Michael_Papajohn,241,Colleen_Haskell,182,Luke_Greenfield,42
3525,The_Ant_Bully,Adventure|Animation|Comedy|Family|Fantasy,2006,5.9,105,88,28133159,30055,33822,1,ant|miniaturization|punishment|shrinking|sudden_change_in_size,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,English,USA,PG,50000000,1.85,593,Color,Nicolas_Cage,12000,Meryl_Streep,11000,Julia_Roberts,8000,John_A._Davis,8
3526,The_Apartment,Comedy|Drama|Romance,1960,8.3,183,125,N\A,109335,1328,2,apartment|elevator|elevator_girl|love|mistress,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1,241,English,USA,Approved,3000000,2.35,0,_Black_and_White,Fred_MacMurray,516,Ray_Walston,417,David_White,180,Billy_Wilder,0
